,CommentsStars,CommentsContent
384,5.0,                       ii had previously written that i was disappointed with my cosori air fryer because the release button that separates the two baskets wouldn t work  well  they saw my post and called me  i didn t want to return the fryer  hassle  but they offered to send me two new baskets  i received them and it s like brand new again  thank you cosori for caring about customer satisfaction      
385,5.0,                       i recently had major surgery and a friend came to take care of me until i was able to take care of myself   my friend knew i was not a good cook  but he is  and said i really needed to get an air fryer  it would make my life a whole lot easier and my food would taste better  it s kind of a set it and forget it thing  i was showed photos of the food he made with his air fryer  chicken  wings  french fries  pork loin  etc  my cosoriu showed up the day he left and i have used it almost every day sin ce   three weeks  i believe it will prove to be one of the best purchases ever made  my favorite parts are  the pre heat setting  the beeping reminders to flip the food  the photo buttons that make decisions for me  i have not experienced one problem with it  so easy to use  i am eating better and my food doesn t take as much prep pr cooking time   how did i live without it      
386,1.0,                       do not buy this product  i researched all the air fryers on the market and cosori consistently came up as the highest rated  our cosori arrived last week and when we started it up  none of the buttons on the  touchscreen  worked when we touched them  nothing  the only way we could work the device was through the app   figured it was defective and returned it to amazon and received my replacement on thursday  just fired it up again and the same problem occurred  none of the buttons on the touchscreen work  we can t turn it on  preheat  change the temperature except when using the app   this can t be correct  how can this product advertise its easy to use  touchscreen when it doesn t work   it s nice to be able to operate remotely  but i d prefer to have a fully operational product  not sure if amazon has a bad batch of these  but we ll buy a ninja or phillips instead next time      
387,4.0,                       still getting used to it  going to try different food types   it cooks real fast   and pretty even browning  not bad at clean up after use  good for a busy family or a single person   i have the big one so i can put a lot of things in it       
388,2.0,                       i m not sure how this product has so many great reviews  first of all  the design is terrible  the button release is placed very horribly and you re likely to have an accident with it  and it will eventually break because it is cheap thin clear plastic the pre heat setting is garbage because after you have preheated it to the temperature you want  you will have to re enter your cook time and temperature after it s done  it won t remember it  that is very frustrating  food will either burn or not cook all the way if you have a lot of patience and money to waste a lot of food to figure out which settings work best for what food  then go ahead and try this  otherwise look elsewhere because i found it not worth it so far     
389,5.0,                       i got this air fryer recently and have already used it a ton  it does a spectacular job heating up frozen foods while keeping a good crispy crunchy feel  i ve tried a few of the recipes in the cosori cookbook and they ve all been great  the buttons on the fryer can be a little touchy  but other than that i have no complaints  i love that it s dishwasher safe and the wifi connection is nicer than you d think  specifically  i like that it sends me notifications when it s done preheating or time to flip or when the foods ready  it makes it super easy to do other things while you wait for the food  also  it s nice to be able to preheat from my room with alexa  the size of the tray is great too  the bigger the better   i ve cooked in a few other air fryers and it can be difficult to get a good cook with the smaller ones  and it s certainly difficult to cook for more than one or two people in the smaller ones  i d definitely recommend this fryer to anyone who wants a bit of a nicer fryer and with wifi control as a bonus      
390,3.0,                       product is great as far as cooking goes  problem is basket always pops out  first when i got it just a couple of times  now i have to put a weight  in front of it to keep it closed while i m cooking  totally at loss for words as to why i can t cook on manual now that wi fi is setup  buttons don t work anyway  since i forgot to hit send   was wondering why i never received a response   i ll add this now  the other day  forgot to put weight in front of basket  basket popped out again putting dinner on floor  and tiny bits of plastic broke off  dented pan  food had to be thrown away  i know i can t send it back now because it is dented and chipped  if you want an air fryer that cooks good this is it    if you don t mind the dents and chips you ll get and going the  extra mile   to ensure it doesn t pop out  or having a back up plan for dinner should your dinner end up on the floor and it was  just about ready   then this is the only fryer you will ever need until you get fed up with losing what ws gonna be a good dinner     
391,5.0,              your browser does not support html  video                          omg this thing is awesome   keto avocado fries     yummyvery happy that we went with the larger unit  and the first thing we cooked was an avocado parmesan crusted jo jo style fry   these were awesome will be using this much more in our house so much better than a deep fryer  in the recipe book it called for flour and breadcrumbs    i substituted and just used an egg wash  and grated parmesan cheese     keto life     
392,1.0,                       i bought this in late october about two months ago the screws started getting loose  i would retighten  as of two weeks ago two screws would no longer tighten and the basket stayed with one screw  well tonight that screw randomly popped off while taking out my food and the baskets separated  very annoying because some of my food fell  it s only been a few months and i barley use it  broke way to soon and this air fryer is expensive  so not worth it      
393,5.0,                       i replaced a larger air fryer with this one  just from an engineering perspective    this cosori air frier is far and away a better option  the two basket design which allows you to separate the inner basket from the outer one is so much more intelligent than the air fryer i had previously purchased which relied on an insert to keep food up and off the bottom of the basket  but the insert was removable and relied on seemingly nonfunctional silicon spacers which proved useless after only a few uses  you d try to shake the basket to re distribute food  and the insert would come loose requiring you to manually remove all of the food  and then re seat the floor  bottom  of the basket  with the cosori  the inner basket is completely removable from the outer basket making serving so much more convenient and when  shaking  the two baskets they stay together allowing for an easy redistribution of the food  such a clean design  easy to wash  wow  if you ve ever wanted to try out having an air fryer  i d suggest you try this on first  love a good product  dislike rip off under performers that cost me time and money returning them  also    cosori actually provides contact info and encourages you to use it in case you are having any kind of problem with their unit  that s customer service      
394,5.0,                       i read reviews and watched a few videos on different air fryers to see what the pros and cons where   decide on the cosori     qt for size  versatility and cost   we tried it out for the first time to cook sweet potatoes and then turkey burgers without cleaning the fryer   following the cook book that came with it word for word  they came out amazing   the burgers where full of juice when you cut into them   it was way easier than ever to use and clean up was simple   i can t believe how much cleaner the kitchen was compared to using a a cast iron skillet or traditional deep fryer   we are excited to try so many different meals and options in the new air fryer   we are a family of   and to make meals we may need to cook in it twice  however  it s that easy to prepare the foods and then cook them   i would definitely recommend this air fryer to anyone think of getting one      
395,5.0,                       my hubby and i just air fried our first steak filet mignon  we are excited   looking forward to eating salmon  fish  chicken and veggies in our new cosori air fryer   we absolutely love it  easy cleaning too    i did order parchment paper that you can use in the air fryer and a silicone dish that can also be used in the air fryer  have not used as of yet  it also came with a rack and   skewers for kabobs  yay    cant wait      
396,5.0,                       what can i say   so far i love this air fryer  i have used it to make crunchy breaded pork chops and they were delicious and took half the time and were way healthier than frying in oil  in fact we haven t had anything fried in years but with this fryer it looks like my husband will be getting his old favorites back  not only does it have the benefit of healthy dining but it takes less than half of the power it would take to use the conventional stove top or oven  i am pleasantly pleased and wish i had bought one sooner      
397,3.0,                       i have had the cosori air fryer xl for almost a year now pros  makes great food  chicken wings  fries  fish  potatoes  brussel sprouts  steak  pork chops  kabobs   that s what i ve made in there several times and love it  easy to clean  food comes out very flavorful  not dry  nor full of grease like with fried foods con  the outside began chipping a few months after using  the largest con however is the screw that keeps coming loose and has now completely fallen out from the handle  which is a huge safety hazard when handling this product hot  wish there was a way i could get that part or even the whole basket replaced  the chipping and screws coming loose  i took   stars away      
398,5.0,                       this is one of the best purchases i ve made with amazon  the cosori air fryer     itself is truly wonderful   i was afraid of bone in chicken breast drying out because i cooked them longer than suggested they were large  but they were crispy and juicy   my son would not eat chicken breast from anywhere bc he felt they were always dry  but he has changed his mind since using the cosori air fryer   we ve even roasted vegetables in it and they re beautiful and tasty   but it is the company s customer service that makes this purchase even better   i had an issue with the basket coming apart from the base  i contacted the company prepared to argue the issue and was in complete surprise when no defense customer interaction took place   they replied professionally and always courteous   they definitely understand that follow up is very important in customer satisfaction         
399,3.0,                       good price and all attachments and two year warranty    but my wife uses it  we had another brand that we gave away that worked great as a gift  we were going to buy the one on tv  but after reading reviews we found out they were junk and did not cook well   this one cooks slower with a little noise  sounds like a dishwasher   we will keep using it maybe what ever is rolling around inside it will stop  they are all made in china  might be a stowaway   update fix the noise  heating coils on bottom were touching  caused rattle when running  took screwdriver and pried the two apart slightly      
400,3.0,                       i was so in need of an air fryer  at first i thought this is to fancy for me  i mean why do i need it to have wifi    so i got it earlier than amazon said  bonus  i tried to set up the wifi and it wouldn t sync  after    minutes of trying i lost patience   i just need it to cook  it cooked everything to perfection the best thing about this air fryer is it cooks enough fries for   ppl at a time at     qt s  i also cooked   chicken breasts at a time downsides  outside of wifi set up   it s hard to operate when trying to open and separate the basket from the bottom  it s also hard to put back together   my teens  house full of boys  and husband will tear it up trying to use it because of the handling  the air fryer before this one was super simple      
401,1.0,                       air fryer stops a few minutes in and won t restart  we unplug it and let it cool and after it resets  it s starts cooking for a short period and stops  this has been a chronic problem for the month we have it but the problem keeps getting worse  the features and performance are great when it works  however it never works      
402,3.0,                       the fryer works great   once you get it started   like many others have stated  the touch pad is highly unresponsive and only certain buttons work   if you touch it just the right way   most of the time i just control it with the app  but not everyone in my household is tech savvy enough to download the app and control it this way i do like the app  it is handy to be able to start it from another room  or monitor the cooking time that is left as far as the taste and easy of cleaning  i think it does these things well   i just wish i had went with an air fryer that has real buttons or dials      
403,5.0,                       love  love  love our air fryer  my spouse who is not a cook loves the fryer so much he has actually planned dinners  looked up recipes  and went grocery shopping for home cooked meals   i came home from a long trip and was treated to a delicious steak dinner  the steak was juicy and tender and just delicious  it s user friendly and affective  our food has never over cooked  were recommend you check the food half way thru to check for doneness  it has a pause button so you can check the food   clean up is easy as well  we chose this air fryer because of the size and amount of food it can hold  there will be a little noise like air circulating but it s not overwhelming and doesn t bother us at all   happy with our air fryer and would recommend as an alternative to using the oven or frying pan     
404,4.0,                       if you haven t tried air frying yet  you ll be pleasantly surprised by how versatile and easy to use these things are  this is a good sized fryer with some nice presets for commonly cooked items outside of a few things for baking  i ve avoided the oven and cooked up some great meals with this fryer  from chicken breasts to crispy hash brown patties  you can cook up quite a variety and avoid unwanted grease the unit is easy to clean there is one big negative though   the buttons on the front are horrible  you power it up by pressing the power button repeatedly in the hopes that somehow your next push is the special one that makes it come on  often you re doing it so rapidly at that point and switching fingers that you double clutch and turn it on and off again only to have to try again some of the presets work every single time  but other times you have to jam on them and i have yet to figure out how to get it to respond to manually setting the temp time with the buttons in comes the app  right   well  yeah  sort of   it works fine if you want to use your phone and the app  however one huge flaw here is that you can only have   phone connected to it  so much for sparing everyone in the house the agony of using the sketchy buttons   the minute someone else added the fryer it disconnected my device outside of those nuances  i think it is a great appliance and i ve certainly gotten my use out of it  i wish they d offer a way to improve on my button pushing game before my finger breaks off      
405,2.0,                       i ve only had this air fryer for a month and a half    already had to put two screws back in on the basket which fall out in the food  well i didn t notice that another screw came out when i made salmon for a salad and i crunched on this screw tonight          
406,5.0,                       did a lot of research prior to purchasing this air fryer and man i am happy    funny enough  my   bestest girlfriends also bought the same af too  but i got the white   which  do not let the white stray you away  it is very easy too clean   i love everything i have cooked in this   their customer service is amazing   my basket had a problem with popping out  which apparently is common   i contacted them and with proof of purchase and some photos of the af itself  they send me a new basket   i also follow a fb group for well cosorians and it is great  i definitely  without a doubt recommend this   btw  i also have their newest air fryer oven and it is awesome as well      
407,5.0,                       i especially wanted to write this review  because i got mine and it didn t seem to close well from the beginning  wasn t flush on the sides  i thought well i just have to close it firmly  the first time i preheated    minutes in  the drawer flung out  hmmm i put it back in and continued on and still had to firmly close it every time opened  by the  rd time i m using it it will not close  even firmly  i got right on amazon and asked to return for a new one  just got the new one today and even though i haven t used it yet it closes so much differently  i m excited to try it out and so very thankful to amazon for exchanging it so quickly and with no fuss or muss  the two times i did cook in this   i have another kind also  i loved it  the clean up was so much better and quite a bit more room in the basket  i highly recommend the air fryer      
408,4.0,                       my first corosi air fryer was defective  amazon replaced it and this one works perfectly  i ve been trying to reach corosi s support help  both by their phone number and also their email  both without success  they don t answer phones now  but rather give their email address  which is non deliverable  can anyone say  frustrating       
409,1.0,                       buy the cosory airfryer xl     qt on february           and today november          only   months broke at the beginning i was content with the product  but today disillusioned with this product  do not recommend it to anyone absolutely to anyone     
410,2.0,                       i ll hit preset button for say   minutes and the food is still raw   the fryer will randomly shut off   when i turn it back on it just beeps until unplug it and start it again     
411,5.0,                       we have loved this since we got it right at about a year the front panal buttons stop working  i looked us the website and got ahold of a customer service agent  he asked for info and pictures  i assumed it would go nowhere  the next day i got a email that they were sending us a new one  it s refreshing to deal with a company that stands behind there product  thank you cosori for your hospitality we will be buying more of your products      
412,5.0,                       i have returned five air fryer ovens and one air fryer  pot  and have found the perfect air fryer in this one  it toasts bread bagels beautifully and is the easiest fryer i have used  no mess to clean like i had to with the oven air fryers  easy to clean  no sticking  perfect frying  so far i have made chicken wings  stuffed mushrooms  turkey burgers  bacon  and fish  i love it    finally   this one has everything i ve been looking for in an air fryer  presets for everything i cook  a drawer that captures drips and batter  non stick surfaces that come clean in soapy water  and clean cooking space  no drips on oven doors and bottoms   i highly recommend it      
413,4.0,                       it works great so far  the only problem i have with it is i follow the instructions to the t in their book and my items are still burnt  i ve made fries  and fried chicken  at first i thought i didn t have enough fries for the amount of time i choose but than i made the fried chicken exactly how the recipe book called and it was still burnt  the inside was extremely juicy and the flavor was great just wished they looked a little better  i ll keep playing with the time and tempature  overall i am happy though      
414,5.0,                       super easy to use and cooked perfectly  i made fried chicken and french fries for the first try  i simply used the presets and let it go the chicken came out perfectly cooked and juicy with crispy golden brown crust  no turning no bloody insides and no extra oil fries were super crispy and golden while still fluffy inside took   min for chicken and    for the fries all other recipes i have tried from the included book have been equally pleasing only con is that i don t have more than one    yet  as i had to cook the chicken and fries separately because of the quantity     but man this thing makes me want to sell all my other cookware and just get a few more of these      
415,5.0,                       i am new to air friers but happily stumbled upon buying this cosori a couple of months ago   i did carry it back and forth from the pantry for a couple of weeks but when i realized the functionality       lets just say it has has earned its place on my crowded countertop  i have fallen in love with this item   to be fair  there are only two of us so it is a perfect size for our meals   but the thing i love the most is cooking and containing the mess  especially meats   bacon is great example  both sides done evenly  in half the time and     the trouble  and the mess is contained   separate the basket  pour off the grease  i save it   rinse the tray and there is no bacon grease spattered over my stove  floor  cabinets and countertop   last night i did lamburgers in it  perfect   hamburgers  steaks  chicken all turn out great and tonight i m trying my first seafood   love my cosori      
416,3.0,                       heard air fryers are great  got the one my friend recommended which is super popular  eh  after a day wish i picked a different model  was expecting more  food cooks great  its functionality that is a bit disappointing     beeping is too loud and wakes people up     there should be separate up down for time and temp     with this unit you have to make it beep to choose which you want and then it beeps loudly each button press     is it possible to disabled beeper      google alexa integration   there is no option to keep food warm after it cooks     after getting to food you have to manually reheat it  kind of disappointing for an almost cool feature      
417,5.0,                       i was skeptical also about this but ordered one because high fat greasy food gives my insides grief  we tried the bbq chicken recipe the day it arrived and were happily surprised by how fast it cooked and the taste  we tried the regular fried chicken last night and were surprised again at how good it was  crispy but not greasy at all  i ll add more spices to the flour mix next time but it was really good   anxious to try others and i m sure this appliance will be on the frequently used shelf with the electric wok update  after a few uses the fryer would shut off and had to cool before coming back on  i emailed the company and they said that if i email them my info and a video of it misbehaving they d send a new one  i did do  and sure enough they sent me a new machine and said don t worry about sending old one back  so i d recommend the customer service too      
418,1.0,                       i received my cosori air fryer xl last night and used it  it was wonderful  very easy to use  easy to clean  and food quality is great  i hand washed both the basket and the liner last night after use  i went this morning to put them both back in and it keeps popping out and wont stay in  i called the cosori customer service number  but received an automated recording that no one was available  i left a message for them to call me back  i used it one time and now cant use it all and have to deal with the hassle of returning the air fryer      
419,5.0,                       pros  quick   convenient   consistent   cooks nicely   easy clean upsince purchasing the cosori max xl     qt  air fryer   weeks ago  my family has almost stopped eating at fast food establishments     because it s so easy and convenient to cook  we use it every day   several times a day it s worked like a charm   smile just place your food in the air fryer basket     set the timer based on the food type     and wait for the beep food result  crisp on the outside     tender on the inside   on some food items  it may take a couple of times to determine how long to cook a food item based on your personal taste   liking  after that  it smooth sailing   cooking      we strongly recommend this air fryer   it has really exceeded our expectations cons  none so far      
420,5.0,                       my boyfriend got me this air fryer for my birthday last september         i ve always been curious about getting one  but also try to keep my kitchen appliances low due to space limitations  welp  he ended up getting me the huge   quart one and i was a little taken aback  but definitely excited to use it and try it out what can i say other than i ve used this thing about     of the days since i got it  so easy to use and you can quickly make your fries  veggies  and even full meals  even a full rotisserie chicken    one of my favorite things to make is egg cups  in silicone muffin holders  for breakfast  we also make wings often  which the recipe in the book for the sriracha wings comes out perfectly anyway  so i ve had my amazing times with this air fryer and decided one day to let my boyfriend use it for making some chicken for burrito bowls  he pulled the basket out  and due to his inexperience of using it  he let it sit halfway in the air fryer instead of pulling it out fully and setting it on the counter  well  my life flashed before my eyes as i saw the baskets drop to the floor  i was able to somewhat catch it  but it still hit the floor pretty hard  now i m not sure if it was due to it being hot that it warped so easily from this  but both of the inside and outside baskets warped a bit from the fall  nothing major  it was still able to go back into the air fryer and no steam escaped  it was more of an aesthetic issue  it was then that i set off on my search for replacement baskets  while seriously reconsidering my relationship  i mean  it s like he broke a piece of my heart   only the internal basket was sold separately on amazon  this led me to reach out to cosori directly  and they actually offered to replace both baskets at no charge as a one time courtesy  i definitely wasn t expecting this since it was our fault the baskets warped and nothing to do with the product itself  but what amazing customer service now i can t guarantee they would replace another person s baskets due to damage done from their own error  but it was definitely impressive they offered to do it for me and i really appreciated it  you can definitely count on their customer service when purchasing this product  which is always important when getting a kitchen appliance and now  my boyfriend is going to be monitored a bit more closely when he cooks with it        
421,5.0,                       i decided to wait a little while before writing a review so i would have a chance to get use to using my airfryer and see if i like cooking in one  well  i love my cosori airfryer   i am glad i got the larger size  i think anything smaller would have been too small for my husband and myself  i made the best thin cut bone in pork chops today  crispy on the outside   tender on the inside   the only issue i have had is the small screws that hold the basket handle became loose and one screw fell out  fortunately i found the screw and small nut  i put it back and tighten the others up  something owners may want to check on their fryers  i still give it five stars      
422,5.0,                       how did i ever live without an air fryer   this appliance has literally replaced my oven ever since i bought it  i tend to relegate my appliances to a shelf or cabinet for the    x a week i use them    not this bad boy  he stays on the countertop because i literally use it every single day  every day  you think a recipe can t be made in this  think again  anything that should go in your oven can now go in the air fryer for a fraction of the time and use way less energy  my oven takes forever to heat up  and you know it s big in there  so cooking time can take a long while  all of that goes away with an air fryer  you get that great texture on your food and reduced cooking time  this machine is also super easy to use  super easy to clean and has all the easy buttons to make cooking whatever you re in the mood for simple  cannot recommend this enough      
423,1.0,                       i actually can t believe the amount of good reviews for this product  upon arrival i was excited to test this thing out only to find out that only one of the touch screen buttons work  maybe if the one button that worked was the  start  button i would be able to use it with wifi but otherwise this air fryer is completely useless  i will be sending it back and buying another brand      
424,3.0,                       i have never used an air fryer before   i purchased this one and decided to make wings on super bowl sunday   i used the preset  wing  function  which took    minutes  if i remember correctly    honestly  they came out exactly as if i had cooked them in the oven      not really impressed and not what i expected   i thought they would be crispy as in  deep fried crispy  or something at least similar   they came out the same as in my oven   not what i wanted or expected   i ll try some other items  or maybe not use the preset function and time them myself   i don t know   but so far definitely disappointed      
425,4.0,                       update           need to give credit where credit is due   the unit itself would randomly shut down during use   it was past the amazon return period so i reached out to the company via the email address provided with the unit   despite it being a saturday they quickly responded to my email requesting some additional information which i provided   within    hours they had responded with tracking information for a new unit on the way   so far i have used it twice with no issue   very impressed with how crunchy the food is using this thing       updated to four stars as the unit is working as advertised and the customer service exceeded my expectations old review bought this april  th   it now will not even turn on   cannot even return it   it s not heavy enough to be a boat anchor      
426,1.0,                       have had this for less than a year and used a handful of times each month  it is easy to use  annoying to clean  but all air fryers are   and we ve enjoy some of the recipes   but yesterday one of the screws that is on the inside where the food is heated fell out and got mixed into our food and we almost bit into it while we were eating  this could have broken our teeth or we may have swallowed a screw  while we enjoyed using this  we will not be using it again  just doesn t feel that great to use anymore after this      
427,5.0,                       i was skeptical about using air fryers  but it turns out really great  i use less oil than cooking in a pan  and it gives food crispy texture  i tried to make crab cakes  wings and potato wedges  they all taste pretty darn close to restaurants  one thing i love about this air fryer is they do all the math for you  therefore  food is not over cooked  juicy  tender and flavorful  they also include a booklet to inspire  you to pick  i never bake dessert before and i m gonna try to make homemade brownies soon  i m really glad that i pick the white color  very classy and elegant  i would put parchment paper in there before i fry next time because it takes me quite some time when you try to fry different food  overall i m satisfied with this purchase       
428,5.0,                       i just received this product   i have checked it out and i like what i see   i had a cheap unit which lasted for about   years   i could have still gotten by with it  but i wanted to upgrade   i like the new features on this air fryer   it seams to be easy to use   i like the square design better than the round one i had   i like that it has accessories that i can order for this unit rather than guess what items fit better   i have never considered a corosi unit until now   i used my old air fryer every day for something   toast  cooking  reheat  etc   i saw several recipes in the book that came with it that i had not seen before   i think i am going to love this unit      
429,1.0,                       i bought this for my mother for mother s day back in may as she had always wanted one  it arrived the day before  but to my disbelief they sent me a dehydrator instead  i immediately returned it  and had to wait another week to get the right product  when i did receive the actual product  the front panel was unresponsive and the device could only be operated via wifi  fed up  i immediately sent it back  that was almost two months ago  and i have yet to receive my refund or any clarity on when i might get it back  purchase this product at your own peril      
430,5.0,                       we ve been wanting an air fryer for several years  based on our research and reviews we decided to go with the cosori smart wifi air fryer    qt for a christmas gift to ourselves and wow it works like a champ   so very  very impressed  easy to operate  lots of good recipes  great online experience  etc etc  we pushed the limit of the     qt capacity and cooked a   pound chicken and it came out   thumbs up  we cannot say enough good things about it      
431,5.0,                       my first air fryer  and i have to say i love it  we are a household of two and the     qt size is perfect for us  i see no need to ever put it in the dishwasher  as the cleanup of the   pieces is quick and easy  the convenience of not heating up a big oven is wonderful for us  and everything i have tried so far has been good  i cooked salmon a few nights ago  and it came out perfect  the first dish i tried was chicken tenders  just evoo and spices   and they were great  i m a happy  satisfied customer      
432,5.0,                       i ve always been very skeptical about using these things  but being on a new diet i felt like maybe this was a better way to do it  this is absolutely amazing i don t know why i held out for so long  everything i ve cooked in there taste so much better than doing it on a conventional oven  i will say it s not better than my smoker but the convenience of being able to cook lots of things in a quicker amount of time and the fact that they re juicier than doing the oven it s so much of a bonus that i ve actually started using this more than my smoker  this was definitely worth it i haven t tried the wi fi feature part of it yet but everything else i have done it gets it all finished in the first shot  warning large items that are frozen may take a second run through  but definitely worth it     
433,5.0,                       the air fryer is really what everyone says it is  cosori is a great brand and the build quality is actually pretty great considering the price  the led touch screen is super responsive and thankfully behind a layer of plastic covering  which is embedded so you can t peel it  which means you don t have to worry about the painted settings like other air fryers have  biggest bonus  the basket is a square  this means you can fit more of the foods you love without stacking them unfortunately for me  after   months of use the basket bucket wouldn t click into place and kept shifting out  the good news  i called cosori and explained the issue    min phone call  and they said they would send a replacement  huuuuuge plus to be able to have a company that responds that quickly and painlessly  customer service is a  if you ever have any issues      
434,2.0,                       this has been a long time coming   honestly i love how these things cooks  it comes with a very helpful recipe book and it looks really nice  the reason for the bad score is because of the build quality  the screws keep falling off which makes the basket fall apart  the screw comes off when i wash it and would fall in the garbage disposal  i am already missing one screw the air fryer basket is lose even after i try to tighten it  it s just irritating    it shouldn t be coming lose if the build quality was there  this is one of the more expensive air fryers so i would expect it to be built sturdy but sadly that is not the case         
435,1.0,                       this air fryer has a great front panel control  in comparing to other models it s easier to use  but it warped considerably after putting the basket in the dishwasher  the description says it s dishwasher safe   however  the worst thing about this fryer is the smell  i did the normal practice of burning off any chemicals upon first use but after using it for about    times the smell is horrible and it gets into the food  something not adding up     
436,5.0,                       i seriously love this thing  this fryer is super useful  easy to use and has allowed my family to make some of our go to fried items at a much healthier approach  it cooks up hot wings in no time that are juicy  crispy and retain flavor   we ve cooked up bacon and it came out so perfect that we no longer cook it on the stove due to splatter mess and over whelming smell  note  there is a real great youtube fryer community online that teach you how to cook up some delish food in a fryer in less tha n       mins i ve bought two as gifts and felt good knowing i gave them a legit gift that will be used and loved as much as i love mine     liter unit         
437,2.0,                       i ve had the fryer for almost a year and it cooks wonderfully but the buttons for temperature and time selection have never been reliable and generally  been non  responsive  alexa sometimes works but mostly responds with a question about alarm com  i would highly recommend air fryers  but not this one until they make the buttons more responsive  i have been using the pre set buttons and just trying to get approximate time and temps to match directions  but it is really frustrating      
438,5.0,                       i bought this for my husband  about a month ago  xmas       who likes to cook and he loves this machine  it checks all the boxes  easy to use  easy to clean and food tastes better  we have a large professional type oven range  non convection  and it is just not that practical when cooking for just two people most of the time  he has cooked a variety of foods and everything has turned out great  i would say so far  the steak has been the best  i am used to cooking on a gas grill and the steak cooked in this machine is better  he bought some of the accessories for it  the wire rack is great because it seems to allow for a better convection process  i like the fact it stores easily in a cabinet  i have a modern style home and prefer to leave the countertops uncluttered  highly recommend this product      
439,5.0,                       i wasn t sure what to expect with this it s basically a high speed convention oven which cooks very evenly  and does a very nice job of crisping  i have tried a variety of meals  and everything has come out great  fish  chicken wings  eggs  garlic bread  steak  you name it you do have to manage your expectations though  you re not going to get deep fried flavour out of this  because the food doesn t sit in the oil  it does an ok job  but it s closer to baked than fried  fries potatoes come out somewhere in between baked deepfried  there s also no tossing mechanism  so the food doesn t rotate on its own i also continually underestimate how fast it cooks food  i have routinely started it  and then started working on sides  only for it to finish far faster than whatever else i m doing  i m honestly considering getting two of the things just so i can do two things at the same time utterly simple to clean  i just throw the tray in the dishwasher overall  i m amazed at the utility of this thing  i ve used it every day since i got it      
440,5.0,                       what do i like about it    the size and shape make it convenient for cooking  those round one reduce the space inside of the unit  this one has decent size for cooking   the ease of use   the pictures for the presets make it easy to use and you have the option of increasing the temperature or time  if needed   the food comes out great in a shorter period of time   although the unit is very easy to clean the only exception is trying to clean the fan unit   you have to make sure you clean as much of the grease that can adhere to the top  there than that the clean up is great  i have a foodi grill that my children bought me but  i go to this unit first because it is much more lightweight and easier to clean   i don t leave appliances out on my counter so that is one reason it gets used more   all in all  i am very satisfied with this unit      
441,1.0,                       i loved my air fryer  it cooked things perfectly  until it didn t  i went to use it tonight and my air fryer won t come on  checked the outlets  the basket  unplugged and replugged it and nothing worked  go to look at the return policy to see if i could give it another chance and just get a replacement or get a refund but my    day return period ended yesterday  needless to say i m very disappointed because of the price of this and how little i actually got to use it  looking at what i will have to do to take advantage of the warranty doesn t even seem worth the trouble of returning it to the manufacturer  really sad that it didn t end up working like it should have and that i m now stuck with a dead appliance that i hardly got to use      
442,3.0,                       i was super excited to order this because there were so many great reviews a lot of purchases and we have a cosori electric teapot at my office which works beautifully  has a great design and a great look  i thought this would be great too  i love the little black box that sits on my counter top  it s a nice looking appliance  the noise level is average compared to that of a microwave  it s easy to use except that the buttons do not always work  i sometimes have to turn the power off and start over because the up down buttons do not register  the screws for the basket have to be tightened continually  otherwise  they fall out while youre cooking  shaking  the basket  i actually had to tighten the screws inside the tray  the part the basket sits in  when putting it back together this morning  yes  the teflon coating is starting to peel off already  its dishwasher safe but i m not happy with the way it cleans up  it still looks dirty and maybe that s just how it is  one of the biggest issues was that we had to start propping the drawer  basket  shut with out vitamix  it would continually pop open at random times while we were using it  now that i have been tightening the screws on a regular  we have not been having that issue as much  in reading a lot of the reviews and looking at photos  i m quite certain that our handle will probably break soon too  i know it has not been a year yet since our purchase  but i am already looking for a replacement  it makes good veggie tots though  my favorite thing to air fry next to beer battered fish      
443,5.0,                       we received our codori air fryer three days ago  in that time we ve used it as many times for fried squash  chicken legs  and baked potatoes   yes  baked potatoes    this thing prepares excellent baked potatoes that are fluffy inside with a wonderfully crispy skin   my wife and i love baked potatoes and trust us on this  this fryer makes the best baked potatoes ever  four hundred degrees for    minutes  put some oil on the potato  some garlic powder  and sea salt  then stick em in the fryer   the fried squash was amazing  the chicken legs succulent  there s been absolutely no mess around or under the machine  totally easy to clean  determination could be measured by the means to which you d have to go to get this machine away from us      
444,5.0,                       it is quicker than the oven and does not heat up the entire kitchen  this is welcome in california  the flavor is equal if not superior  the results are more consistent than our oven  it is easy to use and we are finding ourselves using it more and more   if you need to prepare for a large dinner party the oven is still the better choice because you can cook more of something at the same time instead of in batches   buy with confidence      
